State,Years,Male_P_Bach,Female_P_Bach,Race
Kansas,2017,28.50%,30.80%,"White alone, not Hispanic or Latino"
Kansas,2016,27.70%,29.90%,"White alone, not Hispanic or Latino"
Kansas,2015,26.60%,28.50%,"White alone, not Hispanic or Latino"
Kentucky,2022,37.50%,39.60%,"White alone, not Hispanic or Latino"
Kentucky,2021,37.30%,39.00%,"White alone, not Hispanic or Latino"
Kentucky,2020,35.60%,37.40%,"White alone, not Hispanic or Latino"
Kentucky,2019,35.50%,38.30%,"White alone, not Hispanic or Latino"
Kentucky,2018,35.40%,37.70%,"White alone, not Hispanic or Latino"
Kentucky,2017,35.80%,37.10%,"White alone, not Hispanic or Latino"
Kentucky,2016,35.00%,35.40%,"White alone, not Hispanic or Latino"
Kentucky,2015,33.90%,34.70%,"White alone, not Hispanic or Latino"
Louisiana,2022,26.90%,29.70%,"White alone, not Hispanic or Latino"
Louisiana,2021,25.70%,29.30%,"White alone, not Hispanic or Latino"
Louisiana,2020,24.20%,26.30%,"White alone, not Hispanic or Latino"
Louisiana,2019,23.90%,26.50%,"White alone, not Hispanic or Latino"
Louisiana,2018,24.20%,26.20%,"White alone, not Hispanic or Latino"
Louisiana,2017,23.00%,25.00%,"White alone, not Hispanic or Latino"
Louisiana,2016,23.10%,24.60%,"White alone, not Hispanic or Latino"
Louisiana,2015,22.50%,24.60%,"White alone, not Hispanic or Latino"
Maine,2022,29.40%,33.00%,"White alone, not Hispanic or Latino"
Maine,2021,30.20%,32.40%,"White alone, not Hispanic or Latino"
Maine,2020,27.00%,30.40%,"White alone, not Hispanic or Latino"
Maine,2019,27.30%,30.30%,"White alone, not Hispanic or Latino"
Maine,2018,27.20%,29.80%,"White alone, not Hispanic or Latino"
Maine,2017,26.80%,29.60%,"White alone, not Hispanic or Latino"
Maine,2016,27.00%,28.00%,"White alone, not Hispanic or Latino"
Maine,2015,26.20%,28.00%,"White alone, not Hispanic or Latino"
Maryland,2022,33.50%,39.00%,"White alone, not Hispanic or Latino"
Maryland,2021,33.70%,38.20%,"White alone, not Hispanic or Latino"
Maryland,2020,29.60%,35.20%,"White alone, not Hispanic or Latino"
Maryland,2019,30.50%,35.40%,"White alone, not Hispanic or Latino"
Maryland,2018,29.30%,33.80%,"White alone, not Hispanic or Latino"
Maryland,2017,29.20%,35.00%,"White alone, not Hispanic or Latino"
Maryland,2016,27.80%,32.60%,"White alone, not Hispanic or Latino"
Maryland,2015,28.60%,31.40%,"White alone, not Hispanic or Latino"
Massachusetts,2022,48.70%,50.00%,"White alone, not Hispanic or Latino"
Massachusetts,2021,48.00%,48.80%,"White alone, not Hispanic or Latino"
Massachusetts,2020,46.10%,45.60%,"White alone, not Hispanic or Latino"
Massachusetts,2019,46.30%,46.80%,"White alone, not Hispanic or Latino"
Massachusetts,2018,46.30%,46.20%,"White alone, not Hispanic or Latino"
Massachusetts,2017,44.70%,45.20%,"White alone, not Hispanic or Latino"
Massachusetts,2016,44.40%,44.00%,"White alone, not Hispanic or Latino"
Massachusetts,2015,44.10%,43.30%,"White alone, not Hispanic or Latino"
Michigan,2022,49.40%,51.30%,"White alone, not Hispanic or Latino"
Michigan,2021,49.60%,50.70%,"White alone, not Hispanic or Latino"
Michigan,2020,47.00%,48.30%,"White alone, not Hispanic or Latino"
Michigan,2019,47.30%,49.00%,"White alone, not Hispanic or Latino"
Michigan,2018,46.70%,48.10%,"White alone, not Hispanic or Latino"
Michigan,2017,46.00%,47.30%,"White alone, not Hispanic or Latino"
Michigan,2016,45.30%,46.70%,"White alone, not Hispanic or Latino"
Michigan,2015,44.40%,44.60%,"White alone, not Hispanic or Latino"
Minnesota,2022,32.80%,34.30%,"White alone, not Hispanic or Latino"
Minnesota,2021,31.80%,34.00%,"White alone, not Hispanic or Latino"
Minnesota,2020,30.90%,31.40%,"White alone, not Hispanic or Latino"
Minnesota,2019,30.70%,31.60%,"White alone, not Hispanic or Latino"
Minnesota,2018,30.40%,31.00%,"White alone, not Hispanic or Latino"
Minnesota,2017,30.20%,30.50%,"White alone, not Hispanic or Latino"
Minnesota,2016,29.60%,29.30%,"White alone, not Hispanic or Latino"
Minnesota,2015,29.00%,28.80%,"White alone, not Hispanic or Latino"
Mississippi,2022,38.60%,42.70%,"White alone, not Hispanic or Latino"
Mississippi,2021,39.10%,42.20%,"White alone, not Hispanic or Latino"
Mississippi,2020,36.80%,39.80%,"White alone, not Hispanic or Latino"
Mississippi,2019,36.90%,40.60%,"White alone, not Hispanic or Latino"
Mississippi,2018,36.70%,39.70%,"White alone, not Hispanic or Latino"
Mississippi,2017,36.40%,38.80%,"White alone, not Hispanic or Latino"
Mississippi,2016,35.10%,37.60%,"White alone, not Hispanic or Latino"
Mississippi,2015,34.90%,37.20%,"White alone, not Hispanic or Latino"
Missouri,2022,26.60%,30.80%,"White alone, not Hispanic or Latino"
Missouri,2021,25.90%,31.10%,"White alone, not Hispanic or Latino"
Missouri,2020,25.10%,27.80%,"White alone, not Hispanic or Latino"
Missouri,2019,24.60%,27.40%,"White alone, not Hispanic or Latino"
Missouri,2018,25.80%,28.40%,"White alone, not Hispanic or Latino"
Missouri,2017,24.40%,26.30%,"White alone, not Hispanic or Latino"
Missouri,2016,24.40%,26.60%,"White alone, not Hispanic or Latino"
Missouri,2015,23.70%,25.30%,"White alone, not Hispanic or Latino"
Montana,2022,31.90%,34.60%,"White alone, not Hispanic or Latino"
Montana,2021,31.60%,34.20%,"White alone, not Hispanic or Latino"
Montana,2020,30.00%,31.80%,"White alone, not Hispanic or Latino"
Montana,2019,30.20%,32.00%,"White alone, not Hispanic or Latino"
Montana,2018,29.30%,31.40%,"White alone, not Hispanic or Latino"
Montana,2017,29.20%,31.00%,"White alone, not Hispanic or Latino"
Montana,2016,28.80%,30.10%,"White alone, not Hispanic or Latino"
Montana,2015,28.00%,29.80%,"White alone, not Hispanic or Latino"
Nebraska,2022,34.10%,38.00%,"White alone, not Hispanic or Latino"
Nebraska,2021,35.00%,37.60%,"White alone, not Hispanic or Latino"
Nebraska,2020,33.40%,35.30%,"White alone, not Hispanic or Latino"
Nebraska,2019,33.60%,35.40%,"White alone, not Hispanic or Latino"
Nebraska,2018,31.80%,34.00%,"White alone, not Hispanic or Latino"
Nebraska,2017,32.50%,34.90%,"White alone, not Hispanic or Latino"
Nebraska,2016,31.40%,32.40%,"White alone, not Hispanic or Latino"
Nebraska,2015,31.20%,32.80%,"White alone, not Hispanic or Latino"
Nevada,2022,35.20%,39.10%,"White alone, not Hispanic or Latino"
Nevada,2021,34.70%,38.90%,"White alone, not Hispanic or Latino"
Nevada,2020,33.20%,36.20%,"White alone, not Hispanic or Latino"
Nevada,2019,34.10%,37.30%,"White alone, not Hispanic or Latino"
Nevada,2018,33.30%,35.90%,"White alone, not Hispanic or Latino"
Nevada,2017,32.70%,35.40%,"White alone, not Hispanic or Latino"
Nevada,2016,31.60%,35.50%,"White alone, not Hispanic or Latino"
Nevada,2015,31.10%,33.00%,"White alone, not Hispanic or Latino"
New Hampshire,2022,33.10%,32.70%,"White alone, not Hispanic or Latino"
New Hampshire,2021,32.60%,33.50%,"White alone, not Hispanic or Latino"
New Hampshire,2020,30.50%,29.70%,"White alone, not Hispanic or Latino"
New Hampshire,2019,30.50%,31.00%,"White alone, not Hispanic or Latino"
New Hampshire,2018,30.20%,29.30%,"White alone, not Hispanic or Latino"
New Hampshire,2017,30.40%,29.00%,"White alone, not Hispanic or Latino"
New Hampshire,2016,27.70%,27.70%,"White alone, not Hispanic or Latino"
New Hampshire,2015,29.60%,27.90%,"White alone, not Hispanic or Latino"
New Jersey,2022,40.20%,42.00%,"White alone, not Hispanic or Latino"
New Jersey,2021,39.40%,41.10%,"White alone, not Hispanic or Latino"
New Jersey,2020,36.50%,38.60%,"White alone, not Hispanic or Latino"
New Jersey,2019,35.30%,39.30%,"White alone, not Hispanic or Latino"
New Jersey,2018,36.10%,37.80%,"White alone, not Hispanic or Latino"
New Jersey,2017,35.40%,38.20%,"White alone, not Hispanic or Latino"
New Jersey,2016,35.70%,37.30%,"White alone, not Hispanic or Latino"
New Jersey,2015,35.50%,35.40%,"White alone, not Hispanic or Latino"
New Mexico,2022,48.50%,48.60%,"White alone, not Hispanic or Latino"
New Mexico,2021,48.30%,47.50%,"White alone, not Hispanic or Latino"
New Mexico,2020,45.70%,44.60%,"White alone, not Hispanic or Latino"
New Mexico,2019,46.50%,45.20%,"White alone, not Hispanic or Latino"
New Mexico,2018,45.20%,44.80%,"White alone, not Hispanic or Latino"
New Mexico,2017,44.40%,43.20%,"White alone, not Hispanic or Latino"
New Mexico,2016,43.60%,42.50%,"White alone, not Hispanic or Latino"
New Mexico,2015,42.80%,40.70%,"White alone, not Hispanic or Latino"
New York,2022,42.80%,45.10%,"White alone, not Hispanic or Latino"
New York,2021,43.70%,44.20%,"White alone, not Hispanic or Latino"
New York,2020,39.90%,42.20%,"White alone, not Hispanic or Latino"
New York,2019,39.70%,42.60%,"White alone, not Hispanic or Latino"
New York,2018,41.50%,42.60%,"White alone, not Hispanic or Latino"
New York,2017,38.70%,41.10%,"White alone, not Hispanic or Latino"
New York,2016,39.80%,40.60%,"White alone, not Hispanic or Latino"
New York,2015,38.80%,40.80%,"White alone, not Hispanic or Latino"
North Carolina,2022,45.30%,48.00%,"White alone, not Hispanic or Latino"
North Carolina,2021,45.30%,47.80%,"White alone, not Hispanic or Latino"
North Carolina,2020,43.20%,44.40%,"White alone, not Hispanic or Latino"
North Carolina,2019,43.70%,45.20%,"White alone, not Hispanic or Latino"
North Carolina,2018,42.70%,44.50%,"White alone, not Hispanic or Latino"
North Carolina,2017,42.00%,43.40%,"White alone, not Hispanic or Latino"
North Carolina,2016,41.50%,42.60%,"White alone, not Hispanic or Latino"
North Carolina,2015,40.50%,41.40%,"White alone, not Hispanic or Latino"
North Dakota,2022,39.00%,40.80%,"White alone, not Hispanic or Latino"
North Dakota,2021,37.50%,40.30%,"White alone, not Hispanic or Latino"
North Dakota,2020,35.20%,36.20%,"White alone, not Hispanic or Latino"
North Dakota,2019,35.30%,36.70%,"White alone, not Hispanic or Latino"
North Dakota,2018,35.00%,36.40%,"White alone, not Hispanic or Latino"
North Dakota,2017,34.70%,35.50%,"White alone, not Hispanic or Latino"
North Dakota,2016,33.90%,34.40%,"White alone, not Hispanic or Latino"
North Dakota,2015,32.70%,33.60%,"White alone, not Hispanic or Latino"
Ohio,2022,28.70%,37.80%,"White alone, not Hispanic or Latino"
Ohio,2021,31.00%,34.50%,"White alone, not Hispanic or Latino"
Ohio,2020,28.70%,35.10%,"White alone, not Hispanic or Latino"
Ohio,2019,28.10%,35.50%,"White alone, not Hispanic or Latino"
Ohio,2018,26.80%,34.80%,"White alone, not Hispanic or Latino"
Ohio,2017,28.80%,34.30%,"White alone, not Hispanic or Latino"
Ohio,2016,28.20%,33.90%,"White alone, not Hispanic or Latino"
Ohio,2015,27.60%,32.30%,"White alone, not Hispanic or Latino"
Oklahoma,2022,32.10%,34.30%,"White alone, not Hispanic or Latino"
Oklahoma,2021,31.10%,32.50%,"White alone, not Hispanic or Latino"
Oklahoma,2020,29.30%,30.40%,"White alone, not Hispanic or Latino"
Oklahoma,2019,29.80%,31.00%,"White alone, not Hispanic or Latino"
Oklahoma,2018,29.40%,30.80%,"White alone, not Hispanic or Latino"
Oklahoma,2017,28.70%,29.30%,"White alone, not Hispanic or Latino"
Oklahoma,2016,28.50%,28.70%,"White alone, not Hispanic or Latino"
Oklahoma,2015,27.70%,27.70%,"White alone, not Hispanic or Latino"
Oregon,2022,31.00%,31.90%,"White alone, not Hispanic or Latino"
Oregon,2021,29.90%,30.80%,"White alone, not Hispanic or Latino"
Oregon,2020,28.30%,29.10%,"White alone, not Hispanic or Latino"
Oregon,2019,28.20%,29.70%,"White alone, not Hispanic or Latino"
Oregon,2018,27.80%,28.20%,"White alone, not Hispanic or Latino"
Oregon,2017,27.30%,28.90%,"White alone, not Hispanic or Latino"
Oregon,2016,27.20%,27.90%,"White alone, not Hispanic or Latino"
Oregon,2015,27.10%,26.80%,"White alone, not Hispanic or Latino"
Pennsylvania,2022,36.80%,39.20%,"White alone, not Hispanic or Latino"
Pennsylvania,2021,36.80%,39.30%,"White alone, not Hispanic or Latino"
Pennsylvania,2020,35.60%,36.30%,"White alone, not Hispanic or Latino"
Pennsylvania,2019,35.40%,36.80%,"White alone, not Hispanic or Latino"
Pennsylvania,2018,35.50%,36.10%,"White alone, not Hispanic or Latino"
Pennsylvania,2017,35.00%,35.60%,"White alone, not Hispanic or Latino"
Pennsylvania,2016,34.40%,34.60%,"White alone, not Hispanic or Latino"
Pennsylvania,2015,33.50%,33.80%,"White alone, not Hispanic or Latino"
Rhode Island,2022,36.00%,37.50%,"White alone, not Hispanic or Latino"
Rhode Island,2021,35.70%,36.90%,"White alone, not Hispanic or Latino"
Rhode Island,2020,33.50%,34.00%,"White alone, not Hispanic or Latino"
Rhode Island,2019,33.40%,34.40%,"White alone, not Hispanic or Latino"
Rhode Island,2018,33.00%,33.60%,"White alone, not Hispanic or Latino"
Rhode Island,2017,32.70%,33.20%,"White alone, not Hispanic or Latino"
Rhode Island,2016,32.20%,32.10%,"White alone, not Hispanic or Latino"
Rhode Island,2015,31.40%,30.90%,"White alone, not Hispanic or Latino"
South Carolina,2022,43.50%,45.60%,"White alone, not Hispanic or Latino"
South Carolina,2021,40.40%,41.80%,"White alone, not Hispanic or Latino"
South Carolina,2020,38.00%,38.60%,"White alone, not Hispanic or Latino"
South Carolina,2019,37.50%,39.40%,"White alone, not Hispanic or Latino"
South Carolina,2018,37.80%,37.90%,"White alone, not Hispanic or Latino"
South Carolina,2017,35.50%,37.40%,"White alone, not Hispanic or Latino"
South Carolina,2016,36.70%,38.30%,"White alone, not Hispanic or Latino"
South Carolina,2015,35.90%,35.10%,"White alone, not Hispanic or Latino"
South Dakota,2022,37.70%,37.90%,"White alone, not Hispanic or Latino"
South Dakota,2021,35.60%,36.00%,"White alone, not Hispanic or Latino"
South Dakota,2020,33.70%,33.90%,"White alone, not Hispanic or Latino"
South Dakota,2019,34.20%,34.60%,"White alone, not Hispanic or Latino"
South Dakota,2018,33.50%,33.30%,"White alone, not Hispanic or Latino"
South Dakota,2017,33.40%,33.20%,"White alone, not Hispanic or Latino"
South Dakota,2016,32.10%,32.00%,"White alone, not Hispanic or Latino"
South Dakota,2015,32.80%,30.70%,"White alone, not Hispanic or Latino"
Tennessee,2022,30.60%,36.50%,"White alone, not Hispanic or Latino"
Tennessee,2021,31.60%,35.30%,"White alone, not Hispanic or Latino"
Tennessee,2020,29.10%,33.20%,"White alone, not Hispanic or Latino"
Tennessee,2019,30.10%,33.10%,"White alone, not Hispanic or Latino"
Tennessee,2018,29.70%,32.60%,"White alone, not Hispanic or Latino"
Tennessee,2017,29.40%,30.90%,"White alone, not Hispanic or Latino"
Tennessee,2016,28.40%,33.30%,"White alone, not Hispanic or Latino"
Tennessee,2015,27.90%,30.70%,"White alone, not Hispanic or Latino"
Texas,2022,31.70%,33.50%,"White alone, not Hispanic or Latino"
Texas,2021,31.50%,32.90%,"White alone, not Hispanic or Latino"
Texas,2020,29.20%,29.70%,"White alone, not Hispanic or Latino"
Texas,2019,29.40%,30.80%,"White alone, not Hispanic or Latino"
Texas,2018,28.60%,28.90%,"White alone, not Hispanic or Latino"
Texas,2017,28.90%,28.40%,"White alone, not Hispanic or Latino"
Texas,2016,27.10%,27.60%,"White alone, not Hispanic or Latino"
Texas,2015,27.20%,27.10%,"White alone, not Hispanic or Latino"
Utah,2022,43.10%,43.00%,"White alone, not Hispanic or Latino"
Utah,2021,42.70%,42.20%,"White alone, not Hispanic or Latino"
Utah,2020,39.90%,38.90%,"White alone, not Hispanic or Latino"
Utah,2019,40.00%,38.90%,"White alone, not Hispanic or Latino"
Utah,2018,39.90%,38.70%,"White alone, not Hispanic or Latino"
Utah,2017,39.00%,38.20%,"White alone, not Hispanic or Latino"
Utah,2016,38.70%,36.60%,"White alone, not Hispanic or Latino"
Utah,2015,37.90%,36.50%,"White alone, not Hispanic or Latino"
Vermont,2022,43.00%,38.80%,"White alone, not Hispanic or Latino"
Vermont,2021,42.20%,37.10%,"White alone, not Hispanic or Latino"
Vermont,2020,40.20%,34.80%,"White alone, not Hispanic or Latino"
Vermont,2019,40.40%,34.90%,"White alone, not Hispanic or Latino"
Vermont,2018,40.40%,35.00%,"White alone, not Hispanic or Latino"
Vermont,2017,40.40%,34.30%,"White alone, not Hispanic or Latino"
Vermont,2016,38.00%,32.80%,"White alone, not Hispanic or Latino"
Vermont,2015,37.60%,31.60%,"White alone, not Hispanic or Latino"
Virginia,2022,40.30%,47.50%,"White alone, not Hispanic or Latino"
Virginia,2021,40.50%,48.10%,"White alone, not Hispanic or Latino"
Virginia,2020,36.20%,42.80%,"White alone, not Hispanic or Latino"
Virginia,2019,35.30%,42.20%,"White alone, not Hispanic or Latino"
Virginia,2018,35.20%,40.60%,"White alone, not Hispanic or Latino"
Virginia,2017,34.50%,41.70%,"White alone, not Hispanic or Latino"
Virginia,2016,33.60%,39.10%,"White alone, not Hispanic or Latino"
Virginia,2015,34.50%,39.60%,"White alone, not Hispanic or Latino"
Washington,2022,44.50%,45.80%,"White alone, not Hispanic or Latino"
Washington,2021,44.50%,45.20%,"White alone, not Hispanic or Latino"
Washington,2020,42.90%,42.70%,"White alone, not Hispanic or Latino"
Washington,2019,42.60%,43.30%,"White alone, not Hispanic or Latino"
Washington,2018,43.20%,42.90%,"White alone, not Hispanic or Latino"
Washington,2017,42.20%,41.90%,"White alone, not Hispanic or Latino"
Washington,2016,42.00%,41.30%,"White alone, not Hispanic or Latino"
Washington,2015,40.80%,39.80%,"White alone, not Hispanic or Latino"
West Virginia,2022,40.20%,41.30%,"White alone, not Hispanic or Latino"
West Virginia,2021,39.20%,40.40%,"White alone, not Hispanic or Latino"
West Virginia,2020,38.00%,37.70%,"White alone, not Hispanic or Latino"
West Virginia,2019,38.20%,38.20%,"White alone, not Hispanic or Latino"
West Virginia,2018,38.10%,37.90%,"White alone, not Hispanic or Latino"
West Virginia,2017,37.00%,36.80%,"White alone, not Hispanic or Latino"
West Virginia,2016,37.10%,36.30%,"White alone, not Hispanic or Latino"
West Virginia,2015,36.40%,35.20%,"White alone, not Hispanic or Latino"
Wisconsin,2022,23.20%,26.40%,"White alone, not Hispanic or Latino"
Wisconsin,2021,23.00%,25.50%,"White alone, not Hispanic or Latino"
Wisconsin,2020,19.80%,22.20%,"White alone, not Hispanic or Latino"
Wisconsin,2019,19.50%,22.10%,"White alone, not Hispanic or Latino"
Wisconsin,2018,20.80%,21.70%,"White alone, not Hispanic or Latino"
Wisconsin,2017,18.80%,21.10%,"White alone, not Hispanic or Latino"
Wisconsin,2016,20.00%,21.00%,"White alone, not Hispanic or Latino"
Wisconsin,2015,18.60%,19.80%,"White alone, not Hispanic or Latino"
Wyoming,2022,32.60%,37.00%,"White alone, not Hispanic or Latino"
Wyoming,2021,31.90%,36.20%,"White alone, not Hispanic or Latino"
Wyoming,2020,30.60%,33.80%,"White alone, not Hispanic or Latino"
Wyoming,2019,31.10%,34.80%,"White alone, not Hispanic or Latino"
Wyoming,2018,30.10%,32.90%,"White alone, not Hispanic or Latino"
Wyoming,2017,30.50%,33.20%,"White alone, not Hispanic or Latino"
Wyoming,2016,29.40%,32.20%,"White alone, not Hispanic or Latino"
Wyoming,2015,28.80%,30.90%,"White alone, not Hispanic or Latino"
Puerto Rico,2022,28.60%,33.90%,"White alone, not Hispanic or Latino"
Puerto Rico,2021,28.80%,32.40%,"White alone, not Hispanic or Latino"
Puerto Rico,2020,28.60%,30.60%,"White alone, not Hispanic or Latino"
Puerto Rico,2019,29.10%,32.60%,"White alone, not Hispanic or Latino"
Puerto Rico,2018,27.00%,29.90%,"White alone, not Hispanic or Latino"
Puerto Rico,2017,27.70%,30.40%,"White alone, not Hispanic or Latino"
Puerto Rico,2016,28.10%,28.80%,"White alone, not Hispanic or Latino"
Puerto Rico,2015,27.70%,28.10%,"White alone, not Hispanic or Latino"
Alabama,2022,16.50%,24.50%,Black Alone
Alabama,2021,14.30%,22.30%,Black Alone
Alabama,2020,14.20%,21.70%,Black Alone
Alabama,2019,15.90%,21.90%,Black Alone
Alabama,2018,13.50%,20.50%,Black Alone
Alabama,2017,12.80%,20.10%,Black Alone
Alabama,2016,13.20%,21.30%,Black Alone
Alabama,2015,13.40%,18.60%,Black Alone
Alaska,2022,19.70%,12.60%,Black Alone
Alaska,2021,23.60%,39.30%,Black Alone
Alaska,2020,13.70%,30.10%,Black Alone
Alaska,2019,15.40%,32.90%,Black Alone
Alaska,2018,17.20%,34.50%,Black Alone
Alaska,2017,14.60%,23.10%,Black Alone
Alaska,2016,7.00%,18.90%,Black Alone
Alaska,2015,12.60%,30.20%,Black Alone
Arizona,2022,27.30%,32.00%,Black Alone
Arizona,2021,28.50%,32.00%,Black Alone
Arizona,2020,24.30%,28.10%,Black Alone
Arizona,2019,23.70%,31.00%,Black Alone
Arizona,2018,24.10%,25.90%,Black Alone
Arizona,2017,23.70%,25.10%,Black Alone
Arizona,2016,23.60%,23.80%,Black Alone
Arizona,2015,22.50%,23.50%,Black Alone
Arkansas,2022,13.40%,22.40%,Black Alone
Arkansas,2021,15.90%,21.80%,Black Alone
Arkansas,2020,13.80%,19.50%,Black Alone
Arkansas,2019,13.70%,19.70%,Black Alone
Arkansas,2018,11.70%,17.80%,Black Alone
Arkansas,2017,13.50%,17.70%,Black Alone
Arkansas,2016,11.70%,19.60%,Black Alone
Arkansas,2015,10.10%,16.60%,Black Alone
California,2022,27.50%,33.00%,Black Alone
California,2021,25.10%,30.80%,Black Alone
